221  169.153161 2.185E-35 6.754E-12.02740.027 3157.22980.200.000000              1              1                    S 20q     344440 4 3 2 1 1 0   270.0  246.0
221  170.647896 1.853E-30 7.247E-12.02740.027  834.61610.200.000000              0              0                    S 20q     344440 4 3 2 1 1 0   270.0  246.0
221  176.975252 9.017E-36 8.481E-12.02730.027 3239.85010.200.000000              1              1                    S 21q     344440 4 3 2 1 1 0   141.0  129.0
221  178.539585 7.619E-31 9.100E-12.02730.027  917.96630.200.000000              0              0                    S 21q     344440 4 3 2 1 1 0   141.0  129.0
221  184.791144 1.446E-35 1.054E-11.02730.027 3326.38290.200.000000              1              1                    S 22q     344440 4 3 2 1 1 0   294.0  270.0
221  186.425086 1.217E-30 1.131E-11.02730.027 1005.26390.200.000000              0              0                    S 22q     344440 4 3 2 1 1 0   294.0  270.0
221  192.600563 5.636E-36 1.298E-11.02730.027 3416.82530.200.000000              1              1                    S 23q     344440 4 3 2 1 1 0   153.0  141.0
221  194.304125 4.725E-31 1.393E-11.02730.027 1096.50590.200.000000              0              0                    S 23q     344440 4 3 2 1 1 0   153.0  141.0
221  200.403234 8.551E-36 1.585E-11.02730.027 3511.17410.200.000000              1              1                    S 24q     344440 4 3 2 1 1 0   318.0  294.0
221  202.176428 7.140E-31 1.701E-11.02730.027 1191.68900.200.000000              0              0                    S 24q     344440 4 3 2 1 1 0   318.0  294.0
221  208.198883 3.158E-36 1.919E-11.02730.027 3609.42590.200.000000              1              1                    S 25q     344440 4 3 2 1 1 0   165.0  153.0
221  210.041721 2.626E-31 2.060E-11.02730.027 1290.81000.200.000000              0              0                    S 25q     344440 4 3 2 1 1 0   165.0  153.0
221  215.987236 4.546E-36 2.308E-11.02730.027 3711.57730.200.000000              1              1                    S 26q     344440 4 3 2 1 1 0   342.0  318.0
221  217.899732 3.763E-31 2.477E-11.02730.027 1393.86550.200.000000              0              0                    S 26q     344440 4 3 2 1 1 0   342.0  318.0
221  223.768021 1.595E-36 2.757E-11.02730.027 3817.62480.200.000000              1              1                    S 27q     344440 4 3 2 1 1 0   177.0  165.0
221  225.750187 1.314E-31 2.959E-11.02730.027 1500.85180.200.000000              0              0                    S 27q     344440 4 3 2 1 1 0   177.0  165.0
221  231.540962 2.183E-36 3.272E-11.02730.027 3927.56450.200.000000              1              1                    S 28q     344440 4 3 2 1 1 0   366.0  342.0
221  233.592812 1.789E-31 3.511E-11.02730.027 1611.76520.200.000000              0              0                    S 28q     344440 4 3 2 1 1 0   366.0  342.0
221  239.305788 7.286E-37 3.860E-11.02730.027 4041.39280.200.000000              1              1                    S 29q     344440 4 3 2 1 1 0   189.0  177.0
221  241.427336 5.944E-32 4.143E-11.02730.027 1726.60190.200.000000              0              0                    S 29q     344440 4 3 2 1 1 0   189.0  177.0
221  247.062223 9.496E-37 4.529E-11.02730.027 4159.10550.200.000000              1              1                    S 30q     344440 4 3 2 1 1 0   390.0  366.0
221  249.253485 7.707E-32 4.861E-11.02730.027 1845.35800.200.000000              0              0                    S 30q     344440 4 3 2 1 1 0   390.0  366.0
221  254.809997 3.021E-37 5.286E-11.02730.027 4280.69860.200.000000              1              1                    S 31q     344440 4 3 2 1 1 0   201.0  189.0
221  257.070988 2.439E-32 5.674E-11.02730.027 1968.02930.200.000000              0              0                    S 31q     344440 4 3 2 1 1 0   201.0  189.0
221  262.548835 3.756E-37 6.141E-11.02730.027 4406.16770.200.000000              1              1                    S 32q     344440 4 3 2 1 1 0   414.0  390.0
221  264.879571 3.016E-32 6.593E-11.02730.027 2094.61150.200.000000              0              0                    S 32q     344440 4 3 2 1 1 0   414.0  390.0
