# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -690.30000000 ps, Average over 10000 waveforms. Timestamp: 2020-02-17T17:16:37
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-656.83333308	0.01774600
-656.79999974	-0.01773965
-656.76666641	-0.05114114
-656.73333308	-0.07980381
-656.69999974	-0.10122494
-656.66666641	-0.11365945
-656.63333308	-0.11551061
-656.59999974	-0.10578416
-656.56666641	-0.08392508
-656.53333307	-0.05023844
-656.49999974	-0.00624707
-656.46666641	0.04535575
-656.43333307	0.10057735
-656.39999974	0.15436442
-656.36666641	0.20094361
-656.33333307	0.23490312
-656.29999974	0.25196162
-656.26666641	0.24946742
-656.23333307	0.22743426
-656.19999974	0.18823625
-656.16666641	0.13634461
-656.13333307	0.07783106
-656.09999974	0.01909898
-656.06666640	-0.03426373
-656.03333307	-0.07777097
-655.99999974	-0.10919000
-655.96666640	-0.12849654
-655.93333307	-0.13758097
-655.89999974	-0.13933221
-655.86666640	-0.13739712
-655.83333307	-0.13531147
-655.79999974	-0.13572583
-655.76666640	-0.13972961
-655.73333307	-0.14663522
-655.69999973	-0.15399715
-655.66666640	-0.15846120
-655.63333307	-0.15663126
-655.59999973	-0.14598216
-655.56666640	-0.12541571
-655.53333307	-0.09513497
-655.49999973	-0.05673756
-655.46666640	-0.01276860
-655.43333307	0.03383846
-655.39999973	0.08020904
-655.36666640	0.12361833
-655.33333307	0.16142109
-655.29999973	0.19100634
-655.26666640	0.20977969
-655.23333306	0.21546632
-655.19999973	0.20614678
-655.16666640	0.18119883
-655.13333306	0.14176274
-655.09999973	0.09061201
-655.06666640	0.03193655
-655.03333306	-0.02924612
-654.99999973	-0.08741083
-654.96666640	-0.13721283
-654.93333306	-0.17421420
-654.89999973	-0.19515432
-654.86666640	-0.19797194
-654.83333306	-0.18181451
-654.79999973	-0.14706291
-654.76666639	-0.09550693
-654.73333306	-0.03034488
-654.69999973	0.04318494
-654.66666639	0.11832047
-654.63333306	0.18763229
-654.59999973	0.24358678
-654.56666639	0.28006472
-654.53333306	0.29309118
-654.49999973	0.28118973
-654.46666639	0.24601457
-654.43333306	0.19170066
-654.39999972	0.12470582
-654.36666639	0.05183587
-654.33333306	-0.02005995
-654.29999972	-0.08558349
-654.26666639	-0.14109777
-654.23333306	-0.18511155
-654.19999972	-0.21725520
-654.16666639	-0.23845245
-654.13333306	-0.24988295
-654.09999972	-0.25296528
-654.06666639	-0.24840711
-654.03333306	-0.23639191
-653.99999972	-0.21655620
-653.96666639	-0.18827441
-653.93333305	-0.15142333
-653.89999972	-0.10688320
-653.86666639	-0.05670405
-653.83333305	-0.00412411
-653.79999972	0.04718614
-653.76666639	0.09361470
-653.73333305	0.13237984
-653.69999972	0.16144868
-653.66666639	0.17960368
-653.63333305	0.18654326
-653.59999972	0.18258659
-653.56666639	0.16861076
-653.53333305	0.14604317
-653.49999972	0.11708312
-653.46666638	0.08438192
-653.43333305	0.05095798
-653.39999972	0.01961344
-653.36666638	-0.00742275
-653.33333305	-0.02920252
-653.29999972	-0.04625589
-653.26666638	-0.05982092
-653.23333305	-0.07150948
-653.19999972	-0.08245491
-653.16666638	-0.09286579
-653.13333305	-0.10166782
-653.09999971	-0.10679198
-653.06666638	-0.10585381
-653.03333305	-0.09667407
-652.99999971	-0.07808532
-652.96666638	-0.05052875
-652.93333305	-0.01587565
-652.89999971	0.02287359
-652.86666638	0.06223185
-652.83333305	0.09877898
-652.79999971	0.12966782
-652.76666638	0.15270156
-652.73333305	0.16656025
-652.69999971	0.17017835
-652.66666638	0.16340091
-652.63333304	0.14650219
-652.59999971	0.12046123
-652.56666638	0.08702251
-652.53333304	0.04866414
-652.49999971	0.00826269
-652.46666638	-0.03102566
-652.43333304	-0.06592269
-652.39999971	-0.09394318
-652.36666638	-0.11334937
-652.33333304	-0.12359649
-652.29999971	-0.12509900
-652.26666638	-0.11910295
-652.23333304	-0.10745089
-652.19999971	-0.09183054
-652.16666637	-0.07415299
-652.13333304	-0.05586646
-652.09999971	-0.03813048
-652.06666637	-0.02164023
-652.03333304	-0.00660706
-651.99999971	0.00679255
-651.96666637	0.01856975
-651.93333304	0.02900952
-651.89999971	0.03838783
-651.86666637	0.04704508
-651.83333304	0.05505877
-651.79999970	0.06212552
-651.76666637	0.06781355
-651.73333304	0.07129159
-651.69999970	0.07174679
-651.66666637	0.06811852
-651.63333304	0.05987846
-651.59999970	0.04655163
-651.56666637	0.02854746
-651.53333304	0.00670114
-651.49999970	-0.01709622
-651.46666637	-0.04045787
-651.43333304	-0.06103661
-651.39999970	-0.07658549
-651.36666637	-0.08539795
-651.33333303	-0.08632992
-651.29999970	-0.07882829
-651.26666637	-0.06278133
-651.23333303	-0.03858233
-651.19999970	-0.00720029
-651.16666637	0.02978122
-651.13333303	0.07003347
-651.09999970	0.11052590
-651.06666637	0.14734539
-651.03333303	0.17622371
-650.99999970	0.19325413
-650.96666637	0.19577427
-650.93333303	0.18299720
-650.89999970	0.15606772
-650.86666636	0.11799357
-650.83333303	0.07302999
-650.79999970	0.02554961
-650.76666636	-0.02065908
-650.73333303	-0.06222666
-650.69999970	-0.09665721
-650.66666636	-0.12230172
-650.63333303	-0.13807364
-650.59999970	-0.14382021
-650.56666636	-0.14016137
-650.53333303	-0.12885899
-650.49999969	-0.11286731
-650.46666636	-0.09521648
-650.43333303	-0.07878599
-650.39999969	-0.06531737
-650.36666636	-0.05502805
-650.33333303	-0.04676690
-650.29999969	-0.03882972
-650.26666636	-0.02959445
-650.23333303	-0.01857197
-650.19999969	-0.00633151
-650.16666636	0.00546919
-650.13333303	0.01466567
-650.09999969	0.01973460
-650.06666636	0.02004701
-650.03333302	0.01617273
-649.99999969	0.00956814
-649.96666636	0.00198422
-649.93333302	-0.00496737
-649.89999969	-0.01006032
-649.86666636	-0.01265930
-649.83333302	-0.01254596
-649.79999969	-0.00964486
-649.76666636	-0.00400709
-649.73333302	0.00436807
-649.69999969	0.01525888
-649.66666636	0.02826852
-649.63333302	0.04265371
-649.59999969	0.05734250
-649.56666635	0.07101390
-649.53333302	0.08243211
-649.49999969	0.09035210
-649.46666635	0.09408449
-649.43333302	0.09301821
-649.39999969	0.08681154
-649.36666635	0.07550810
-649.33333302	0.05962370
-649.29999969	0.04024381
-649.26666635	0.01877097
-649.23333302	-0.00304604
-649.19999968	-0.02339075
-649.16666635	-0.04079179
-649.13333302	-0.05437699
-649.09999968	-0.06381241
-649.06666635	-0.06935725
-649.03333302	-0.07156006
-648.99999968	-0.07102515
-648.96666635	-0.06826565
-648.93333302	-0.06354266
-648.89999968	-0.05743853
-648.86666635	-0.05070259
-648.83333302	-0.04410639
-648.79999968	-0.03871649
-648.76666635	-0.03534202
-648.73333301	-0.03432319
-648.69999968	-0.03544057
-648.66666635	-0.03822907
-648.63333301	-0.04192779
-648.59999968	-0.04564575
-648.56666635	-0.04855057
-648.53333301	-0.04967170
-648.49999968	-0.04818957
-648.46666635	-0.04320880
-648.43333301	-0.03423767
-648.39999968	-0.02121847
-648.36666635	-0.00510557
-648.33333301	0.01250950
-648.29999968	0.02907710
-648.26666634	0.04201401
-648.23333301	0.04920337
-648.19999968	0.04968879
-648.16666634	0.04390077
-648.13333301	0.03328608
-648.09999968	0.02008026
-648.06666634	0.00675818
-648.03333301	-0.00476147
-647.99999968	-0.01347694
-647.96666634	-0.01909829
-647.93333301	-0.02198480
-647.89999967	-0.02268496
-647.86666634	-0.02154471
-647.83333301	-0.01874246
-647.79999967	-0.01392882
-647.76666634	-0.00669401
-647.73333301	0.00326415
-647.69999967	0.01592509
-647.66666634	0.03038416
-647.63333301	0.04543197
-647.59999967	0.05929649
-647.56666634	0.07014429
-647.53333301	0.07638595
-647.49999967	0.07703968
-647.46666634	0.07196600
-647.43333300	0.06171077
-647.39999967	0.04749785
-647.36666634	0.03076894
-647.33333300	0.01300406
-647.29999967	-0.00426742
-647.26666634	-0.01988578
-647.23333300	-0.03273459
-647.19999967	-0.04201156
-647.16666634	-0.04729928
-647.13333300	-0.04812573
-647.09999967	-0.04442272
-647.06666634	-0.03651640
-647.03333300	-0.02517873
-646.99999967	-0.01140337
-646.96666633	0.00318948
-646.93333300	0.01682559
-646.89999967	0.02795254
-646.86666633	0.03520998
-646.83333300	0.03770480
-646.79999967	0.03548367
-646.76666633	0.02899504
-646.73333300	0.01930492
-646.69999967	0.00796142
-646.66666633	-0.00380232
-646.63333300	-0.01489715
-646.59999966	-0.02489723
-646.56666633	-0.03358244
-646.53333300	-0.04112612
-646.49999966	-0.04769669
-646.46666633	-0.05321889
-646.43333300	-0.05722551
-646.39999966	-0.05919350
-646.36666633	-0.05860798
-646.33333300	-0.05501258
-646.29999966	-0.04867513
-646.26666633	-0.04011971
-646.23333300	-0.03028813
-646.19999966	-0.01997345
-646.16666633	-0.00956445
-646.13333299	0.00094262
-646.09999966	0.01219809
-646.06666633	0.02487124
-646.03333299	0.03972433
-645.99999966	0.05680173
-645.96666633	0.07535788
-645.93333299	0.09379603
-645.89999966	0.10992702
-645.86666633	0.12146324
-645.83333299	0.12629243
-645.79999966	0.12290600
-645.76666632	0.11064870
-645.73333299	0.08998011
-645.69999966	0.06225280
-645.66666632	0.03014035
-645.63333299	-0.00292636
-645.59999966	-0.03308482
-645.56666632	-0.05628343
-645.53333299	-0.06955485
-645.49999966	-0.07099219
-645.46666632	-0.06068397
-645.43333299	-0.04019400
-645.39999966	-0.01242687
-645.36666632	0.01849674
-645.33333299	0.04810666
-645.29999965	0.07215725
-645.26666632	0.08705491
-645.23333299	0.09051640
-645.19999965	0.08172607
-645.16666632	0.06157983
-645.13333299	0.03266828
-645.09999965	-0.00135443
-645.06666632	-0.03604243
-645.03333299	-0.06728201
-644.99999965	-0.09176356
-644.96666632	-0.10727802
-644.93333299	-0.11334489
-644.89999965	-0.11047191
-644.86666632	-0.10060171
-644.83333298	-0.08595382
-644.79999965	-0.06891437
-644.76666632	-0.05149862
-644.73333298	-0.03484957
-644.69999965	-0.01957918
-644.66666632	-0.00551951
-644.63333298	0.00782956
-644.59999965	0.02115894
-644.56666632	0.03477215
-644.53333298	0.04865527
-644.49999965	0.06234972
-644.46666631	0.07455790
-644.43333298	0.08405990
-644.39999965	0.08997696
-644.36666631	0.09196641
-644.33333298	0.09056965
-644.29999965	0.08705488
-644.26666631	0.08302851
-644.23333298	0.07975233
-644.19999965	0.07794182
-644.16666631	0.07724990
-644.13333298	0.07675664
-644.09999965	0.07494684
-644.06666631	0.07038824
-644.03333298	0.06214793
-643.99999964	0.04983404
-643.96666631	0.03382279
-643.93333298	0.01502969
-643.89999964	-0.00502454
-643.86666631	-0.02467839
-643.83333298	-0.04216610
-643.79999964	-0.05586025
-643.76666631	-0.06443888
-643.73333298	-0.06699794
-643.69999964	-0.06327860
-643.66666631	-0.05355512
-643.63333298	-0.03879839
-643.59999964	-0.02037588
-643.56666631	0.00006778
-643.53333297	0.02056044
-643.49999964	0.03926720
-643.46666631	0.05460377
-643.43333297	0.06504955
-643.39999964	0.06964584
-643.36666631	0.06783988
-643.33333297	0.05973602
-643.29999964	0.04616943
-643.26666631	0.02872547
-643.23333297	0.00942853
-643.19999964	-0.00936493
-643.16666630	-0.02580720
-643.13333297	-0.03871092
-643.09999964	-0.04794633
-643.06666630	-0.05417421
-643.03333297	-0.05851189
-642.99999964	-0.06184729
-642.96666630	-0.06469653
-642.93333297	-0.06684607
-642.89999964	-0.06753955
-642.86666630	-0.06568841
-642.83333297	-0.06017328
-642.79999964	-0.05014644
-642.76666630	-0.03534126
-642.73333297	-0.01587889
-642.69999963	0.00752470
-642.66666630	0.03351547
-642.63333297	0.06023941
-642.59999963	0.08541440
-642.56666630	0.10661776
-642.53333297	0.12134290
-642.49999963	0.12774275
-642.46666630	0.12481012
-642.43333297	0.11267634
-642.39999963	0.09252708
-642.36666630	0.06654293
-642.33333297	0.03724928
-642.29999963	0.00744603
-642.26666630	-0.02057222
-642.23333296	-0.04495540
-642.19999963	-0.06463689
-642.16666630	-0.07903123
-642.13333296	-0.08793022
-642.09999963	-0.09138330
-642.06666630	-0.08944896
-642.03333296	-0.08236040
-641.99999963	-0.07030093
-641.96666630	-0.05367341
-641.93333296	-0.03323629
-641.89999963	-0.01003415
-641.86666629	0.01442749
-641.83333296	0.03848772
-641.79999963	0.06029777
-641.76666629	0.07818833
-641.73333296	0.09069371
-641.69999963	0.09670019
-641.66666629	0.09560224
-641.63333296	0.08759019
-641.59999963	0.07317151
-641.56666629	0.05348006
-641.53333296	0.03005816
-641.49999963	0.00433762
-641.46666629	-0.02185397
-641.43333296	-0.04699551
-641.39999962	-0.06956567
-641.36666629	-0.08839857
-641.33333296	-0.10265732
-641.29999962	-0.11215063
-641.26666629	-0.11686564
-641.23333296	-0.11741447
-641.19999962	-0.11450135
-641.16666629	-0.10902205
-641.13333296	-0.10164565
-641.09999962	-0.09295419
-641.06666629	-0.08298847
-641.03333296	-0.07154201
-640.99999962	-0.05813017
-640.96666629	-0.04220554
-640.93333295	-0.02394672
-640.89999962	-0.00417182
-640.86666629	0.01550265
-640.83333295	0.03304538
-640.79999962	0.04628631
-640.76666629	0.05375080
-640.73333295	0.05484945
-640.69999962	0.05027890
-640.66666629	0.04152708
-640.63333295	0.03082899
-640.59999962	0.02043583
-640.56666628	0.01236330
-640.53333295	0.00781360
-640.49999962	0.00711736
-640.46666628	0.00964292
-640.43333295	0.01427527
-640.39999962	0.01932277
-640.36666628	0.02320963
-640.33333295	0.02450589
-640.29999962	0.02258830
-640.26666628	0.01732402
-640.23333295	0.00929805
-640.19999962	-0.00027153
-640.16666628	-0.00975126
-640.13333295	-0.01755516
-640.09999961	-0.02246360
-640.06666628	-0.02393854
-640.03333295	-0.02220866
-639.99999961	-0.01836995
-639.96666628	-0.01378720
-639.93333295	-0.00980716
-639.89999961	-0.00737265
-639.86666628	-0.00690350
-639.83333295	-0.00829753
-639.79999961	-0.01097446
-639.76666628	-0.01444246
-639.73333295	-0.01822523
-639.69999961	-0.02212804
-639.66666628	-0.02606314
-639.63333294	-0.03012527
-639.59999961	-0.03426351
-639.56666628	-0.03824578
-639.53333294	-0.04178738
-639.49999961	-0.04432751
-639.46666628	-0.04533694
-639.43333294	-0.04445150
-639.39999961	-0.04135002
-639.36666628	-0.03600213
-639.33333294	-0.02831123
-639.29999961	-0.01832065
-639.26666627	-0.00616742
-639.23333294	0.00796409
-639.19999961	0.02367452
-639.16666627	0.04037594
-639.13333294	0.05718283
-639.09999961	0.07316149
-639.06666627	0.08726269
-639.03333294	0.09846897
-638.99999961	0.10593443
-638.96666627	0.10914820
-638.93333294	0.10774576
-638.89999961	0.10178244
-638.86666627	0.09179129
-638.83333294	0.07883055
-638.79999960	0.06426369
-638.76666627	0.04974217
-638.73333294	0.03671762
-638.69999960	0.02607293
-638.66666627	0.01840904
-638.63333294	0.01349720
-638.59999960	0.01082646
-638.56666627	0.00946422
-638.53333294	0.00866381
-638.49999960	0.00773929
-638.46666627	0.00628490
-638.43333294	0.00435531
-638.39999960	0.00227451
-638.36666627	0.00064575
-638.33333293	-0.00011970
-638.29999960	0.00038252
-638.26666627	0.00209553
-638.23333293	0.00465088
-638.19999960	0.00745269
-638.16666627	0.00953634
-638.13333293	0.00988466
-638.09999960	0.00751436
-638.06666627	0.00179196
-638.03333293	-0.00737769
-637.99999960	-0.01966329
-637.96666626	-0.03401932
-637.93333293	-0.04906213
-637.89999960	-0.06321094
-637.86666626	-0.07472070
-637.83333293	-0.08193768
-637.79999960	-0.08373507
-637.76666626	-0.07928131
-637.73333293	-0.06839482
-637.69999960	-0.05193188
-637.66666626	-0.03143961
-637.63333293	-0.00951479
-637.59999960	0.01089764
-637.56666626	0.02683443
-637.53333293	0.03583995
-637.49999959	0.03664614
-637.46666626	0.02919556
-637.43333293	0.01484066
-637.39999959	-0.00416151
-637.36666626	-0.02451410
-637.33333293	-0.04297892
-637.29999959	-0.05685187
-637.26666626	-0.06415852
-637.23333293	-0.06418307
-637.19999959	-0.05751578
-637.16666626	-0.04567473
-637.13333293	-0.03076378
-637.09999959	-0.01500246
-637.06666626	-0.00020336
-637.03333292	0.01214340
-636.99999959	0.02134880
-636.96666626	0.02728631
-636.93333292	0.03017074
-636.89999959	0.03045172
-636.86666626	0.02870953
-636.83333292	0.02555596
-636.79999959	0.02135424
-636.76666626	0.01666221
-636.73333292	0.01196604
-636.69999959	0.00766050
-636.66666625	0.00407146
-636.63333292	0.00134895
-636.59999959	-0.00062418
-636.56666625	-0.00217768
-636.53333292	-0.00363711
-636.49999959	-0.00517849
-636.46666625	-0.00670802
-636.43333292	-0.00777797
-636.39999959	-0.00770001
-636.36666625	-0.00599915
-636.33333292	-0.00261043
-636.29999959	0.00210780
-636.26666625	0.00710140
-636.23333292	0.01111426
-636.19999958	0.01278953
-636.16666625	0.01136031
-636.13333292	0.00639679
-636.09999958	-0.00178792
-636.06666625	-0.01217685
-636.03333292	-0.02362149
-635.99999958	-0.03486576
-635.96666625	-0.04495942
-635.93333292	-0.05338795
-635.89999958	-0.05982336
-635.86666625	-0.06439951
-635.83333292	-0.06739586
-635.79999958	-0.06911300
-635.76666625	-0.06990989
-635.73333291	-0.06976956
-635.69999958	-0.06873363
-635.66666625	-0.06654211
-635.63333291	-0.06288349
-635.59999958	-0.05735049
-635.56666625	-0.04976028
-635.53333291	-0.03997934
-635.49999958	-0.02785572
-635.46666625	-0.01367766
-635.43333291	0.00200790
-635.39999958	0.01861258
-635.36666624	0.03511497
-635.33333291	0.05036363
-635.29999958	0.06324440
-635.26666624	0.07268478
-635.23333291	0.07794316
-635.19999958	0.07878350
-635.16666624	0.07521728
-635.13333291	0.06778467
-635.09999958	0.05730603
-635.06666624	0.04463115
-635.03333291	0.03058729
-634.99999958	0.01604030
-634.96666624	0.00200222
-634.93333291	-0.01077892
-634.89999957	-0.02159357
-634.86666624	-0.02995849
-634.83333291	-0.03549495
-634.79999957	-0.03811083
-634.76666624	-0.03767925
-634.73333291	-0.03420872
-634.69999957	-0.02793669
-634.66666624	-0.01956173
-634.63333291	-0.01005406
-634.59999957	-0.00065673
-634.56666624	0.00718941
-634.53333291	0.01202450
-634.49999957	0.01299464
-634.46666624	0.00985800
-634.43333290	0.00300141
-634.39999957	-0.00658108
-634.36666624	-0.01758154
-634.33333290	-0.02883785
-634.29999957	-0.03887723
-634.26666624	-0.04682766
-634.23333290	-0.05187179
-634.19999957	-0.05338049
-634.16666624	-0.05101320
-634.13333290	-0.04482790
-634.09999957	-0.03547470
-634.06666623	-0.02387731
-634.03333290	-0.01154921
-633.99999957	0.00008894
-633.96666623	0.00968686
-633.93333290	0.01635297
-633.89999957	0.01979406
-633.86666623	0.02009584
-633.83333290	0.01787771
-633.79999957	0.01413006
-633.76666623	0.01017765
-633.73333290	0.00729904
-633.69999957	0.00682225
-633.66666623	0.00975322
-633.63333290	0.01643592
-633.59999956	0.02694438
-633.56666623	0.04053634
-633.53333290	0.05600396
-633.49999956	0.07198050
-633.46666623	0.08686932
-633.43333290	0.09912971
-633.39999956	0.10764425
-633.36666623	0.11158996
-633.33333290	0.11054299
-633.29999956	0.10445494
-633.26666623	0.09346399
-633.23333290	0.07809764
-633.19999956	0.05920634
-633.16666623	0.03814303
-633.13333289	0.01654738
-633.09999956	-0.00368102
-633.06666623	-0.02051912
-633.03333289	-0.03256049
-632.99999956	-0.03914974
-632.96666623	-0.04019273
-632.93333289	-0.03657143
-632.89999956	-0.02950446
-632.86666623	-0.02046757
-632.83333289	-0.01073503
-632.79999956	-0.00123980
-632.76666622	0.00725570
-632.73333289	0.01438957
-632.69999956	0.01969945
-632.66666622	0.02284760
-632.63333289	0.02329639
-632.59999956	0.02073123
-632.56666622	0.01495800
-632.53333289	0.00615502
-632.49999956	-0.00505160
-632.46666622	-0.01789588
-632.43333289	-0.03128847
-632.39999956	-0.04421141
-632.36666622	-0.05599405
-632.33333289	-0.06603115
-632.29999955	-0.07421471
-632.26666622	-0.08071513
-632.23333289	-0.08608635
-632.19999955	-0.09087608
-632.16666622	-0.09556626
-632.13333289	-0.10012950
-632.09999955	-0.10460234
-632.06666622	-0.10864088
-632.03333289	-0.11187404
-631.99999955	-0.11414357
-631.96666622	-0.11547082
-631.93333288	-0.11588728
-631.89999955	-0.11548633
-631.86666622	-0.11431369
-631.83333288	-0.11224529
-631.79999955	-0.10926728
-631.76666622	-0.10513407
-631.73333288	-0.09994731
-631.69999955	-0.09400850
-631.66666622	-0.08763602
-631.63333288	-0.08138698
-631.59999955	-0.07547597
-631.56666622	-0.07026070
-631.53333288	-0.06571198
-631.49999955	-0.06164479
-631.46666621	-0.05790173
-631.43333288	-0.05400479
-631.39999955	-0.04965480
-631.36666621	-0.04457355
-631.33333288	-0.03885105
-631.29999955	-0.03293983
-631.26666621	-0.02762457
-631.23333288	-0.02395655
-631.19999955	-0.02266799
-631.16666621	-0.02444258
-631.13333288	-0.02920336
-631.09999955	-0.03634276
-631.06666621	-0.04487770
-631.03333288	-0.05356949
-630.99999954	-0.06111234
-630.96666621	-0.06643716
-630.93333288	-0.06900973
-630.89999954	-0.06858120
-630.86666621	-0.06554557
-630.83333288	-0.06044587
-630.79999954	-0.05425096
-630.76666621	-0.04795363
-630.73333288	-0.04250601
-630.69999954	-0.03866818
-630.66666621	-0.03665890
-630.63333287	-0.03626929
-630.59999954	-0.03666160
-630.56666621	-0.03657332
-630.53333287	-0.03480179
-630.49999954	-0.03056170
-630.46666621	-0.02337008
-630.43333287	-0.01356658
-630.39999954	-0.00213213
-630.36666621	0.00938367
-630.33333287	0.01914385
-630.29999954	0.02559247
-630.26666621	0.02755445
-630.23333287	0.02462257
-630.19999954	0.01728207
-630.16666620	0.00690230
-630.13333287	-0.00468807
-630.09999954	-0.01520602
-630.06666620	-0.02254121
-630.03333287	-0.02489806
-629.99999954	-0.02120351
-629.96666620	-0.01116641
-629.93333287	0.00475581
-629.89999954	0.02530367
-629.86666620	0.04866419
-629.83333287	0.07279758
-629.79999954	0.09597557
-629.76666620	0.11641989
-629.73333287	0.13299641
-629.69999953	0.14497505
-629.66666620	0.15204066
-629.63333287	0.15392112
-629.59999953	0.15050446
-629.56666620	0.14172846
-629.53333287	0.12784333
-629.49999953	0.10964351
-629.46666620	0.08847624
-629.43333287	0.06600984
-629.39999953	0.04430421
-629.36666620	0.02500472
-629.33333286	0.00948999
-629.29999953	-0.00160477
-629.26666620	-0.00841154
-629.23333286	-0.01130295
-629.19999953	-0.01113989
-629.16666620	-0.00875563
-629.13333286	-0.00492082
-629.09999953	-0.00008968
-629.06666620	0.00527989
-629.03333286	0.01079999
-628.99999953	0.01612096
-628.96666620	0.02102012
-628.93333286	0.02530360
-628.89999953	0.02887163
-628.86666619	0.03193512
-628.83333286	0.03486730
-628.79999953	0.03823284
-628.76666619	0.04257104
-628.73333286	0.04828357
-628.69999953	0.05527023
-628.66666619	0.06316066
-628.63333286	0.07088712
-628.59999953	0.07735149
-628.56666619	0.08136564
-628.53333286	0.08213038
-628.49999953	0.07927986
-628.46666619	0.07302103
-628.43333286	0.06445774
-628.39999952	0.05484946
-628.36666619	0.04584969
-628.33333286	0.03905606
-628.29999952	0.03565691
-628.26666619	0.03614463
-628.23333286	0.04048755
-628.19999952	0.04767656
-628.16666619	0.05688887
-628.13333286	0.06698230
-628.09999952	0.07697908
-628.06666619	0.08643310
-628.03333285	0.09502138
-627.99999952	0.10267457
-627.96666619	0.10931156
-627.93333285	0.11455856
-627.89999952	0.11799110
-627.86666619	0.11923875
-627.83333285	0.11795427
-627.79999952	0.11400638
-627.76666619	0.10769391
-627.73333285	0.09940432
-627.69999952	0.08953917
-627.66666619	0.07836084
-627.63333285	0.06617515
-627.59999952	0.05333873
-627.56666618	0.04038067
-627.53333285	0.02809387
-627.49999952	0.01743508
-627.46666618	0.00954865
-627.43333285	0.00538035
-627.39999952	0.00552104
-627.36666618	0.01028235
-627.33333285	0.01916097
-627.29999952	0.03123485
-627.26666618	0.04538844
-627.23333285	0.06043316
-627.19999952	0.07538294
-627.16666618	0.08942011
-627.13333285	0.10212785
-627.09999951	0.11311150
-627.06666618	0.12187304
-627.03333285	0.12777483
-626.99999951	0.12998937
-626.96666618	0.12763952
-626.93333285	0.12022996
-626.89999951	0.10783353
-626.86666618	0.09109622
-626.83333285	0.07128979
-626.79999951	0.04992569
-626.76666618	0.02861903
-626.73333284	0.00867656
-626.69999951	-0.00879252
-626.66666618	-0.02294061
-626.63333284	-0.03307874
-626.59999951	-0.03880394
-626.56666618	-0.03967664
-626.53333284	-0.03551982
-626.49999951	-0.02653841
-626.46666618	-0.01318039
-626.43333284	0.00368778
-626.39999951	0.02284592
-626.36666618	0.04280397
-626.33333284	0.06225069
-626.29999951	0.07996877
-626.26666617	0.09474679
-626.23333284	0.10566193
-626.19999951	0.11200516
-626.16666617	0.11334443
-626.13333284	0.10967248
-626.09999951	0.10126572
-626.06666617	0.08858861
-626.03333284	0.07251999
-625.99999951	0.05390257
-625.96666617	0.03361733
-625.93333284	0.01244350
-625.89999951	-0.00828411
-625.86666617	-0.02752226
-625.83333284	-0.04393876
-625.79999950	-0.05650993
-625.76666617	-0.06444331
-625.73333284	-0.06755589
-625.69999950	-0.06598070
-625.66666617	-0.06029234
-625.63333284	-0.05118077
-625.59999950	-0.03943269
-625.56666617	-0.02577170
-625.53333284	-0.01089589
-625.49999950	0.00447008
-625.46666617	0.01931098
-625.43333283	0.03242675
-625.39999950	0.04268777
-625.36666617	0.04902194
-625.33333283	0.05091890
-625.29999950	0.04831996
-625.26666617	0.04169762
-625.23333283	0.03189620
-625.19999950	0.01973458
-625.16666617	0.00613808
-625.13333283	-0.00827494
-625.09999950	-0.02286241
-625.06666617	-0.03694251
-625.03333283	-0.04963652
-624.99999950	-0.05997216
-624.96666616	-0.06671958
-624.93333283	-0.06895230
-624.89999950	-0.06636698
-624.86666616	-0.05918445
-624.83333283	-0.04837260
-624.79999950	-0.03500207
-624.76666616	-0.02032333
-624.73333283	-0.00522518
-624.69999950	0.00967320
-624.66666616	0.02402276
-624.63333283	0.03750115
-624.59999950	0.04996772
-624.56666616	0.06131546
-624.53333283	0.07110824
-624.49999949	0.07885289
-624.46666616	0.08406816
-624.43333283	0.08611451
-624.39999949	0.08479005
-624.36666616	0.08007572
-624.33333283	0.07237735
-624.29999949	0.06233946
-624.26666616	0.05067871
-624.23333283	0.03843882
-624.19999949	0.02612392
-624.16666616	0.01435418
-624.13333282	0.00337469
-624.09999949	-0.00665658
-624.06666616	-0.01555378
-624.03333282	-0.02319708
-623.99999949	-0.02935711
-623.96666616	-0.03398679
-623.93333282	-0.03702349
-623.89999949	-0.03864492
-623.86666616	-0.03894136
-623.83333282	-0.03821066
-623.79999949	-0.03651502
-623.76666616	-0.03389978
-623.73333282	-0.03028878
-623.69999949	-0.02559488
-623.66666615	-0.01969593
-623.63333282	-0.01283786
-623.59999949	-0.00540034
-623.56666615	0.00199344
-623.53333282	0.00842830
-623.49999949	0.01332927
-623.46666615	0.01622953
-623.43333282	0.01698385
-623.39999949	0.01600711
-623.36666615	0.01380516
-623.33333282	0.01095991
-623.29999949	0.00805052
-623.26666615	0.00548958
-623.23333282	0.00338680
-623.19999948	0.00172498
-623.16666615	0.00040218
-623.13333282	-0.00065929
-623.09999948	-0.00141833
-623.06666615	-0.00159148
-623.03333282	-0.00095461
-622.99999948	0.00072695
-622.96666615	0.00366561
-622.93333282	0.00773412
-622.89999948	0.01291252
-622.86666615	0.01876255
-622.83333281	0.02505854
-622.79999948	0.03126790
-622.76666615	0.03688516
-622.73333281	0.04131062
-622.69999948	0.04406682
-622.66666615	0.04456956
-622.63333281	0.04252910
-622.59999948	0.03793969
